Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2003-04,SB 5385,5385,,,,,2004-01-12,0,0,SB 5385,"By resolution, reintroduced and retained in present status.",0,S Higher Educ,0,0,2003-01-23,AN ACT Relating to studying the community and technical college funding system;,0,Studying the community and technical college funding system.,Senate,655,S-0108.2,0,0,0,0,Community & tech colleges,Bill,B,(Shin),0,0
1,0,2003-04,SB 5386,5386,,,,,2004-01-12,0,0,SB 5386,"By resolution, reintroduced and retained in present status.",0,S Hwys & Trans,0,0,2003-01-23,AN ACT Relating to use of high-occupancy vehicle lanes by vehicles with low emissions;,0,Permitting low-emission vehicles in HOV lanes.,Senate,655,S-0077.2,0,0,0,0,Low-emission vehicles,Bill,B,(Shin),0,0
1,0,2003-04,SB 5387,5387,,,,,2004-01-12,0,0,SB 5387,"By resolution, reintroduced and retained in present status.",0,S Hwys & Trans,0,0,2003-01-23,AN ACT Relating to membership of regional transportation policy boards;,0,Increasing accountability of regional transportation planning organizations.,Senate,1583,S-0844.1,0,0,0,0,Reg trans policy boards,Bill,B,(Benton),0,0
1,0,2003-04,SB 5388,5388,,2003-04,HB 1305,HJudiciary,2004-01-12,0,0,SB 5388,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-01-23,AN ACT Relating to information provided by former or current employers to prospective employers;,0,Limiting liability for information provided by former or current employers to prospective employers.,Senate,1602,S-0380.1,0,0,0,0,Employment information,Bill,B,(Johnson),0,0
1,0,2003-04,SSB 5388,5388,,,,,2004-01-12,0,0,SSB 5388,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-03-05,AN ACT Relating to information provided by former or current employers to prospective employers;,0,Limiting liability for information provided by former or current employers to prospective employers.,Senate,1602,S-2006.3,0,0,0,0,Employment information,Bill,B,(Johnson),0,1
1,0,2003-04,ESB 5389,5389,,2003-04,HB 1472,Hsubst for,2003-05-20,1,1,ESB 5389,Effective date 7/27/2003.,0,C 382 L 03,0,1,2003-01-23,AN ACT Relating to clean and sober housing;,0,Managing clean and sober housing.,Senate,1583,S-0672.1,0,0,0,0,Clean and sober housing,Bill,B,(Benton),0,0
1,0,2003-04,SB 5390,5390,,,,,2004-01-12,0,0,SB 5390,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-01-23,AN ACT Relating to permissible uses of state resources by elected officials with regard to ballot propositions;,0,Regarding permissible uses of state resources by elected officials with regard to ballot propositions.,Senate,174,S-0103.3,0,0,0,0,Elected officials,Bill,B,(Haugen),0,0
1,0,2003-04,SB 5391,5391,,,,,2004-03-01,0,0,SB 5391,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-01-23,AN ACT Relating to eliminating the handling loss deduction for the motor vehicle fuel tax;,0,Eliminating the handling loss deduction for the motor vehicle fuel tax.,Senate,174,S-0580.1,0,0,0,0,Motor vehicle fuel tax,Bill,B,(Haugen),1,0
1,0,2003-04,SSB 5391,5391,,,,,2004-03-01,0,0,SSB 5391,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-30,AN ACT Relating to eliminating the handling loss deduction for the motor vehicle fuel tax;,0,Eliminating the handling loss deduction for the motor vehicle fuel tax.,Senate,174,S-4220.1,0,0,0,0,Motor vehicle fuel tax,Bill,B,(Haugen),0,1
1,0,2003-04,SB 5392,5392,,,,,2004-02-04,0,0,SB 5392,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-01-23,AN ACT Relating to increasing fees for pilots and aircraft;,0,Increasing fees for pilots and aircraft.,Senate,174,S-0657.3,0,0,0,0,Pilot and aircraft fees,Bill,B,(Haugen),1,0
1,0,2003-04,SSB 5392,5392,,,,,2004-02-04,0,0,SSB 5392,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-02-27,AN ACT Relating to increasing fees for pilots and aircraft;,0,Increasing fees for pilots and aircraft.,Senate,174,S-1836.1,0,0,0,0,Pilot and aircraft fees,Bill,B,(Haugen),0,1
1,0,2003-04,SB 5393,5393,,2003-04,HB 1230,Hsubst for,2004-01-12,0,0,SB 5393,"By resolution, reintroduced and retained in present status.",0,S FinSer/Ins/H,0,0,2003-01-23,AN ACT Relating to insurable interests and employer-owned life and disability insurance;,0,Regulating insurable interests and employer-owned life and disability insurance.,Senate,1583,Z-0441.2,0,0,0,1,Employer-owned insurance,Bill,B,(Benton),0,0
1,0,2003-04,SB 5394,5394,,,,,2004-01-12,0,0,SB 5394,"By resolution, reintroduced and retained in present status.",0,S Comm & Trade,0,0,2003-01-23,AN ACT Relating to tipped employees;,0,Providing a minimum wage rate for tipped employees.,Senate,657,S-0081.1,0,0,0,0,Tipped employees,Bill,B,(Stevens),0,0
1,0,2003-04,SB 5395,5395,,2003-04,HB 1582,HRules R,2004-01-12,0,0,SB 5395,"By resolution, reintroduced and retained in present status.",0,S FinSer/Ins/H,0,0,2003-01-23,AN ACT Relating to forming market assistance plans and joint underwriting associations;,0,Forming market assistance plans and joint underwriting associations.,Senate,337,Z-0478.1,0,0,0,1,Marketing assistance plans,Bill,B,(Prentice),0,0
0,0,2003-04,SB 5396,5396,,,,,2003-02-26,0,0,SB 5396,1st substitute bill substituted.,0,S subst for,0,0,2003-01-23,AN ACT Relating to court-imposed conditions of deferred prosecutions;,0,Enforcing conditions in deferred prosecutions.,Senate,268,S-0836.1,0,0,0,0,Deferred prosecutions,Bill,B,(McCaslin),0,0
1,0,2003-04,SSB 5396,5396,,,,,2003-05-12,0,0,SSB 5396,Effective date 7/27/2003.,0,C 220 L 03,0,0,2003-02-07,AN ACT Relating to court-imposed conditions of deferred prosecutions;,0,Enforcing conditions in deferred prosecutions.,Senate,268,S-1314.1,0,0,0,0,Deferred prosecutions,Bill,B,(McCaslin),0,1
1,0,2003-04,SB 5397,5397,,,,,2004-01-12,0,0,SB 5397,"By resolution, reintroduced and retained in present status.",0,S Govt Op & El,0,0,2003-01-23,AN ACT Relating to the order of candidates on ballots;,0,Determining the order of candidates on ballots.,Senate,1592,S-0781.1,0,0,0,0,Ballot candidate order,Bill,B,(Schmidt),0,0
1,0,2003-04,SB 5398,5398,,,,,2004-01-12,0,0,SB 5398,"By resolution, reintroduced and retained in present status.",0,S Govt Op & El,0,0,2003-01-23,AN ACT Relating to precinct committee officers;,0,Simplifying procedures for selection of precinct committee officers.,Senate,1592,S-0782.1,0,0,0,0,Precinct committee officers,Bill,B,(Schmidt),0,0
1,0,2003-04,SB 5399,5399,,,,,2004-01-12,0,0,SB 5399,"By resolution, reintroduced and retained in present status.",0,S Govt Op & El,0,0,2003-01-23,AN ACT Relating to election procedures;,0,Revising absentee and mail ballot procedures.,Senate,1592,S-0783.1,0,0,0,0,Absentee & mail ballots,Bill,B,(Schmidt),0,0
0,0,2003-04,SB 5400,5400,,,,,2003-03-19,0,0,SB 5400,1st substitute bill substituted.,0,S subst for,0,0,2003-01-23,AN ACT Relating to geoducks;,0,Concerning geoducks.,Senate,1666,S-0733.1,0,0,0,0,Geoducks,Bill,B,(Swecker),1,0
1,0,2003-04,ESSB 5400,5400,,,,,2004-03-01,0,1,ESSB 5400,"Senate Rules ""X"" file.",0,S Rules X,0,1,2003-03-05,AN ACT Relating to geoducks;,0,Creating a geoduck aquaculture research project.,Senate,1666,S-2133.2,0,0,0,0,Geoducks,Bill,B,(Swecker),1,1
0,1,2003-04,SB 5401,5401,,2003-04,HB 1165,Hsubst for,2003-04-17,0,0,SB 5401,1st substitute bill substituted.,0,S subst for,0,0,2003-01-23,AN ACT Relating to the capital budget;,0,Making appropriations and authorizing expenditures for capital improvements.,Senate,1922,Z-0352.3,0,0,1,0,Capital budget,Bill,B,(Zarelli),0,0
1,1,2003-04,SSB 5401,5401,,,,,2003-06-26,0,1,SSB 5401,Effective date 6/26/2003*.,1,C 26 L 03 E1,0,0,2003-04-17,AN ACT Relating to the capital budget;,0,Making appropriations and authorizing expenditures for capital improvements.,Senate,1922,S-2977.3,0,0,1,0,Capital budget,Bill,B,WM(Zarelli),0,1
0,0,2003-04,SB 5402,5402,,2003-04,HB 1288,Hsubst for,2003-04-17,0,0,SB 5402,1st substitute bill substituted.,0,S subst for,0,0,2003-01-23,AN ACT Relating to state general obligation bonds and related accounts;,0,Issuing general obligation bonds.,Senate,1922,Z-0308.3,0,1,0,0,General obligation bonds,Bill,B,(Zarelli),0,0
1,0,2003-04,SSB 5402,5402,,,,,2004-03-01,0,1,SSB 5402,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-04-17,AN ACT Relating to state general obligation bonds and related accounts;,0,Issuing general obligation bonds.,Senate,1922,S-2937.2,0,1,0,0,General obligation bonds,Bill,B,WM(Zarelli),0,1
0,1,2003-04,SB 5403,5403,,2003-04,HB 1235,HApprop,2003-01-29,0,1,SB 5403,1st substitute bill substituted.,0,S subst for,0,0,2003-01-23,AN ACT Relating to fiscal matters;,0,Making 2001-03 supplemental operating appropriations.,Senate,2140,Z-0357.2,0,0,1,0,Operating supp budget,Bill,B,(Rossi),0,0
1,1,2003-04,SSB 5403,5403,,,,,2003-04-09,1,1,SSB 5403,Effective date 4/9/2003.,1,C 10 L 03,0,0,2003-01-29,AN ACT Relating to fiscal matters;,0,Making supplemental operating appropriations.,Senate,2140,S-1041.3,0,0,1,0,Operating supp budget,Bill,B,WM(Rossi),0,1
0,1,2003-04,SB 5404,5404,,2003-04,HB 1366,HApprop,2003-04-04,0,0,SB 5404,1st substitute bill substituted.,0,S subst for,0,0,2003-01-23,AN ACT Relating to fiscal matters;,0,Making 2003-05 operating appropriations.,Senate,2140,Z-0359.2,0,0,1,0,Operating budget 2003-05,Bill,B,(Rossi),0,0
1,1,2003-04,ESSB 5404,5404,,,,,2003-06-26,0,1,ESSB 5404,Effective date 6/26/2003.,1,C 25 L 03 E1,0,1,2003-04-04,AN ACT Relating to fiscal matters;,0,Making 2003-05 operating appropriations.,Senate,2140,S-2784.3,0,0,1,0,Operating budget 2003-05,Bill,B,WM(Rossi),0,1
1,0,2003-04,SB 5405,5405,,,,,2004-01-12,0,0,SB 5405,"By resolution, reintroduced and retained in present status.",0,S Higher Educ,0,0,2003-01-23,AN ACT Relating to financial aid portability;,0,Creating the historically Black college fund pilot project.,Senate,207,S-0914.1,0,0,0,0,Black college fund,Bill,B,(Jacobsen),0,0
1,0,2003-04,SB 5406,5406,,2003-04,HB 1214,Hsubst for,2004-01-12,0,0,SB 5406,"By resolution, reintroduced and retained in present status.",0,S Hea/L-T Care,0,0,2003-01-24,AN ACT Relating to prescription drugs;,0,Making prescription drugs more available.,Senate,516,Z-0540.1,0,0,1,0,Prescription drugs,Bill,B,(Deccio),1,0
0,0,2003-04,SB 5407,5407,,,,,2003-03-17,0,0,SB 5407,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to franchise agreements between motorsports vehicle dealers and manufacturers;,0,Regulating motorsports vehicle dealer franchises.,Senate,198,S-0581.1,0,0,0,0,Motorsports vehicles,Bill,B,(Horn),0,0
1,0,2003-04,SSB 5407,5407,,,,,2003-05-16,0,0,SSB 5407,Effective date 7/27/2003.,0,C 354 L 03,0,0,2003-02-27,AN ACT Relating to franchise agreements between motorsports vehicle dealers and manufacturers;,0,Regulating motorsports vehicle dealer franchises.,Senate,198,S-1767.2,0,0,0,0,Motorsports vehicles,Bill,B,(Horn),1,1
0,0,2003-04,SB 5408,5408,,2003-04,EHB 1369,Hsubst for,2004-02-17,0,0,SB 5408,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to continuing education for land surveyors;,0,Requiring continuing education for land surveyors.,Senate,1666,S-0743.1,0,0,0,0,Land surveyors,Bill,B,(Swecker),1,0
1,0,2003-04,SSB 5408,5408,,,,,2004-03-11,0,0,SSB 5408,"By resolution, returned to Senate Rules Committee for third reading.",0,S Rules 3,0,0,2004-01-16,AN ACT Relating to continuing education for land surveyors;,0,Requiring continuing education for land surveyors.,Senate,1666,S-3808.2,0,0,0,0,Land surveyors,Bill,B,(Swecker),0,1
0,0,2003-04,SB 5409,5409,,2003-04,HB 1231,Hsubst for,2003-03-06,0,0,SB 5409,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to providing a new direct petition annexation method;,0,Providing for direct petition annexations.,Senate,1590,S-0876.1,0,0,0,0,Direct petition annexation,Bill,B,(Mulliken),0,0
1,0,2003-04,SSB 5409,5409,,,,,2003-05-16,1,1,SSB 5409,Effective date 5/16/2003.,0,C 331 L 03,0,0,2003-02-19,AN ACT Relating to providing a new direct petition annexation method;,0,Providing for direct petition annexations.,Senate,1590,S-1204.1,0,0,0,0,Direct petition annexation,Bill,B,(Mulliken),0,1
1,0,2003-04,SB 5410,5410,,,,,2003-05-12,0,1,SB 5410,Effective date 7/27/2003.,0,C 217 L 03,0,0,2003-01-24,AN ACT Relating to public information about registered sex offenders;,0,Revising information available on the statewide registered sex offender web site.,Senate,657,S-0885.1,0,0,0,0,Sex offender public info,Bill,B,(Stevens),1,0
1,0,2003-04,SB 5411,5411,,,,,2004-02-25,0,1,SB 5411,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-01-24,AN ACT Relating to nonpartisan sheriffs;,0,Authorizing nonpartisan sheriffs.,Senate,347,S-0882.1,0,0,0,0,Nonpartisan sheriffs,Bill,B,(Rasmussen),0,0
0,0,2003-04,SB 5412,5412,,,,,2004-02-17,0,0,SB 5412,3rd substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to identity theft penalties and prevention;,0,Requiring biometric identifiers from applicants for driver's licenses and identicards.,Senate,8159,S-0483.2,0,0,0,0,Identity theft,Bill,B,(Brandland),1,0
0,0,2003-04,SSB 5412,5412,,,,,2004-01-19,0,1,SSB 5412,Substitute(s) not adopted during the first year of the biennium; no longer available for consideration.,0,S not subst,0,0,2003-03-03,AN ACT Relating to identity theft penalties and prevention;,0,Requiring biometric identifiers from applicants for driver's licenses and identicards.,Senate,8159,S-1346.2,0,0,0,0,Identity theft,Bill,B,(Brandland),1,1
0,0,2003-04,2SSB 5412,5412,,,,,2004-02-17,0,0,2SSB 5412,3rd substitute bill substituted.,0,S subst for,0,0,2004-01-21,AN ACT Relating to identity theft penalties and prevention;,0,Requiring biometric identifiers from applicants for driver's licenses and identicards.,Senate,8159,S-3711.1,0,0,0,0,Identity theft,Bill,B,(Brandland),0,2
1,0,2003-04,3SSB 5412,5412,,,,,2004-04-01,1,1,3SSB 5412,Effective date 7/1/2004**.,0,C 273 L 04,0,0,2004-02-10,AN ACT Relating to identity theft penalties and prevention;,0,Requiring biometric identifiers from applicants for driver's licenses and identicards.  (REVISED FOR PASSED LEGISLATURE:  Authorizing voluntary collection of biometric identifiers from applicants for drivers licenses and identicards.),Senate,8159,S-4691.1,0,0,0,0,Identity theft,Bill,B,(Brandland),1,3
1,0,2003-04,SB 5413,5413,,2003-04,HB 1440,Hsubst for,2003-05-09,1,1,SB 5413,Effective date 7/27/2003.,0,C 201 L 03,0,0,2003-01-24,AN ACT Relating to allowing out-of-state licensees to practice commercial real estate;,0,Allowing out-of-state licensees to practice commercial real estate.,Senate,1583,S-0382.2,0,0,0,0,Real estate licensees,Bill,B,(Benton),1,0
1,0,2003-04,SB 5414,5414,,,,,2004-01-12,0,0,SB 5414,"By resolution, reintroduced and retained in present status.",0,S Govt Op & El,0,0,2003-01-24,AN ACT Relating to information on the fiscal and policy impact of state ballot measures;,0,Informing voters of the fiscal and policy impacts of state ballot measures.,Senate,516,S-0787.2,0,0,0,0,Ballot measure fiscal impact,Bill,B,(Deccio),1,0
0,0,2003-04,SB 5415,5415,,2003-04,EHB 1403,C 129 L 03,2003-03-11,0,0,SB 5415,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to exceptional faculty award grants;,0,Changing exceptional faculty award grants.,Senate,620,Z-0227.1,0,0,0,1,Exceptional faculty award,Bill,B,(Carlson),0,0
1,0,2003-04,SSB 5415,5415,,,,,2004-01-28,0,0,SSB 5415,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-02-14,AN ACT Relating to exceptional faculty award grants;,0,Changing exceptional faculty award grants.,Senate,620,S-1581.1,0,0,0,1,Exceptional faculty award,Bill,B,(Carlson),0,1
1,0,2003-04,SB 5416,5416,,,,,2004-01-12,0,0,SB 5416,"By resolution, reintroduced and retained in present status.",0,S Education,0,0,2003-01-24,AN ACT Relating to the disposition of funds received from the rental or lease of school district real property;,0,Changing the disposition of proceeds from the rental or lease of school district real property.,Senate,564,S-0361.1,0,0,0,0,School district property,Bill,B,(McAuliffe),1,0
1,1,2003-04,SB 5417,5417,,,,,2004-01-12,0,0,SB 5417,"By resolution, reintroduced and retained in present status.",0,S Govt Op & El,0,0,2003-01-24,AN ACT Relating to performance audits;,0,Requiring an independent audit of state government.,Senate,3480,S-0842.1,0,0,0,0,Performance audits,Bill,B,(Reardon),0,0
1,0,2003-04,SB 5418,5418,,,,,2004-01-12,0,0,SB 5418,"By resolution, reintroduced and retained in present status.",0,S Ways & Means,0,0,2003-01-24,AN ACT Relating to updating state law to conform to changes in federal estate tax;,0,Updating state law to conform to changes in federal estate tax.,Senate,654,S-0289.2,0,0,0,0,Federal estate tax,Bill,B,(Sheahan),1,0
1,0,2003-04,SB 5419,5419,,,,,2004-01-12,0,0,SB 5419,"By resolution, reintroduced and retained in present status.",0,S Ways & Means,0,0,2003-01-24,AN ACT Relating to hours of health care facility employees of the state;,0,Limiting overtime work by health care facility employees of the state.,Senate,516,S-0519.2,0,0,0,0,Health care employee hours,Bill,B,(Deccio),0,0
1,0,2003-04,SSB 5419,5419,,,,,2004-01-12,0,0,SSB 5419,"By resolution, reintroduced and retained in present status.",0,S Ways & Means,0,0,2003-03-03,AN ACT Relating to increasing the number of health care facilities that are prohibited from requiring nurses to perform overtime work;,0,Increasing the number of health care facilities that are prohibited from requiring nurses to perform overtime work.,Senate,516,S-2017.1,0,0,0,0,Nurses and overtime work,Bill,B,(Deccio),0,1
1,0,2003-04,SB 5420,5420,,,,,2004-01-12,0,0,SB 5420,"By resolution, reintroduced and retained in present status.",0,S Higher Educ,0,0,2003-01-24,AN ACT Relating to a special education teachers' conditional scholarship;,0,Creating a special education teachers' conditional scholarship program.,Senate,564,S-0165.1,0,0,0,0,Special edu teacher schlrshp,Bill,B,(McAuliffe),0,0
1,0,2003-04,SB 5421,5421,,2003-04,HB 1825,HHealth Care,2004-01-12,0,0,SB 5421,"By resolution, reintroduced and retained in present status.",0,S Hea/L-T Care,0,0,2003-01-24,AN ACT Relating to newborn hearing screening;,0,Requiring newborn hearing screening.,Senate,512,S-0349.1,0,0,0,0,Newborn hearing screening,Bill,B,"(Sheldon, B.)",1,0
1,0,2003-04,SB 5422,5422,,2003-04,HB 1150,C 116 L 03,2004-01-28,0,0,SB 5422,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-01-24,AN ACT Relating to the sale of single premium credit insurance;,0,Selling single premium credit insurance.,Senate,1583,Z-0483.1,0,0,0,1,Single premium credit ins,Bill,B,(Benton),0,0
0,0,2003-04,SB 5423,5423,,2003-04,HB 1357,Hsubst for,2003-04-17,0,0,SB 5423,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to the taxation of physical fitness services;,0,Modifying the taxation of physical fitness services.,Senate,1666,S-0036.1,0,0,0,0,Physical fitness taxation,Bill,B,(Swecker),1,0
1,0,2003-04,SSB 5423,5423,,,,,2004-02-25,0,0,SSB 5423,Passed to Rules Committee for second reading.,0,S Rules 2,0,0,2003-04-07,AN ACT Relating to the taxation of physical fitness services;,0,Modifying the taxation of physical fitness services.,Senate,1666,S-2929.1,0,0,0,0,Physical fitness taxation,Bill,B,WM(Swecker),1,1
1,0,2003-04,SB 5424,5424,,2003-04,HB 1591,C 73 L 03,2004-01-12,0,0,SB 5424,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-01-24,AN ACT Relating to modifying excise tax interest provisions;,0,Modifying excise tax interest provisions.,Senate,2140,Z-0436.1,0,1,0,0,Excise tax interest,Bill,B,(Rossi),1,0
1,0,2003-04,SB 5425,5425,,,,,2003-04-23,0,0,SB 5425,Effective date 7/27/2003.,0,C 84 L 03,0,0,2003-01-24,AN ACT Relating to the total outstanding indebtedness of the higher education facilities authority;,0,Increasing the authorized total outstanding indebtedness of the higher education facilities authority.,Senate,475,Z-0550.1,0,0,1,0,Higher edu facilities debt,Bill,B,(Winsley),0,0
1,0,2003-04,SB 5426,5426,,,,,2004-01-12,0,0,SB 5426,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-01-24,AN ACT Relating to the selling of commercially harvested fish;,0,Concerning the direct retail sale of sturgeon and tuna.,Senate,316,S-0807.2,0,0,0,0,Sturgeon and tuna sales,Bill,B,(Oke),0,0
1,0,2003-04,SSB 5426,5426,,,,,2004-01-12,0,0,SSB 5426,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-02-27,AN ACT Relating to the selling of commercially harvested fish;,0,"Concerning the direct retail sale of salmon, crab, and sturgeon.",Senate,316,S-1857.1,0,0,0,0,Sale of commercial fish,Bill,B,(Oke),0,1
0,0,2003-04,SB 5427,5427,,,,,2003-03-19,0,0,SB 5427,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to the state expenditure limit;,0,Controlling state expenditures.,Senate,2140,S-0915.2,0,0,0,0,State expenditures,Bill,B,(Rossi),0,0
1,0,2003-04,SSB 5427,5427,,,,,2004-03-01,0,1,SSB 5427,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-01-29,AN ACT Relating to the state expenditure limit;,0,Controlling state expenditures.,Senate,2140,S-1080.1,0,0,0,0,State expenditures,Bill,B,WM(Rossi),0,1
0,0,2003-04,SB 5428,5428,,2003-04,HB 1681,HRules C,2004-02-17,0,0,SB 5428,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to renewal of driver's licenses and identicards by alternative means;,0,Allowing alternative means of renewing driver's licenses.,Senate,635,Z-0136.2,0,1,0,0,Driver's license renewal,Bill,B,(Finkbeiner),1,0
1,0,2003-04,ESSB 5428,5428,,,,,2004-03-31,1,1,ESSB 5428,Effective date 6/10/2004.,0,C 249 L 04,0,1,2004-01-29,AN ACT Relating to renewal of driver's licenses and identicards by alternative means;,0,Allowing alternative means of renewing driver's licenses.,Senate,635,S-4379.1,0,1,0,0,Driver's license renewal,Bill,B,(Finkbeiner),1,1
1,0,2003-04,SB 5429,5429,,2003-04,HB 1678,HTrans,2003-04-23,0,0,SB 5429,Effective date 7/27/2003.,0,C 85 L 03,0,0,2003-01-24,AN ACT Relating to the Performance Registration Information Systems Management Program (PRISM);,0,Authorizing the Performance Registration Information Systems Management Program (PRISM).,Senate,1590,Z-0132.2,0,1,0,0,PRISM,Bill,B,(Mulliken),0,0
1,0,2003-04,SB 5430,5430,,2003-04,SB 5081,SHwys & Trans,2004-01-12,0,0,SB 5430,"By resolution, reintroduced and retained in present status.",0,S Hwys & Trans,0,0,2003-01-24,"AN ACT Relating to verification that applicants for driver's licenses, permits, and identicards are lawfully within the United States;",0,Verifying lawful residency of driver's license applicants.,Senate,1666,Z-0134.1,0,1,0,0,Driver's license application,Bill,B,(Swecker),0,0
0,0,2003-04,SB 5431,5431,,2003-04,HB 1679,HTrans,2004-02-13,0,0,SB 5431,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to positive drug or alcohol test results of commercial motor vehicle operators;,0,Updating laws on drugs and alcohol use by commercial drivers.,Senate,316,Z-0133.2,0,1,0,0,Commercial driver drug tests,Bill,B,(Oke),0,0
1,0,2003-04,ESSB 5431,5431,,,,,2004-03-11,0,1,ESSB 5431,"By resolution, returned to Senate Rules Committee for third reading.",0,S Rules 3,0,1,2004-01-29,AN ACT Relating to positive drug or alcohol test results of commercial motor vehicle operators;,0,Updating laws on drugs and alcohol use by commercial drivers.,Senate,316,S-4380.1,0,1,0,0,Commercial driver drug tests,Bill,B,(Oke),1,1
1,0,2003-04,SB 5432,5432,,2003-04,HB 1046,HLocal Gov.,2004-01-12,0,0,SB 5432,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-01-24,AN ACT Relating to the sale of property by water-sewer districts;,0,Modifying the sale of real property by water-sewer districts.,Senate,361,S-0696.1,0,0,0,0,Water-sewer dstrct property,Bill,B,(Roach),0,0
1,0,2003-04,SSB 5432,5432,,,,,2004-01-12,0,0,SSB 5432,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-02-19,AN ACT Relating to the sale of property by water-sewer districts;,0,Modifying the sale of real property by water-sewer districts.,Senate,361,S-1588.1,0,0,0,0,Water-sewer dstrct property,Bill,B,(Roach),0,1
1,0,2003-04,SB 5433,5433,,2003-04,HB 1045,C 60 L 03,2004-01-12,0,0,SB 5433,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2003-01-24,AN ACT Relating to water-sewer district bidding provisions;,0,Modifying water-sewer district bidding provisions.,Senate,361,S-0697.1,0,0,0,0,Water-sewer district bidding,Bill,B,(Roach),0,0
0,0,2003-04,SB 5434,5434,,,,,2003-03-13,0,0,SB 5434,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to electricians;,0,Concerning certified electricians.,Senate,1666,S-0927.1,0,0,0,0,Electricians,Bill,B,(Swecker),0,0
1,0,2003-04,SSB 5434,5434,,,,,2003-05-12,1,1,SSB 5434,Effective date 7/27/2003.,0,C 242 L 03,0,0,2003-02-27,AN ACT Relating to electricians;,0,Concerning certified electricians.  (REVISED FOR PASSED LEGISLATURE:  Concerning electricians.),Senate,1666,S-1831.2,0,0,0,0,Electricians,Bill,B,(Swecker),0,1
0,0,2003-04,SB 5435,5435,,,,,2003-03-11,0,0,SB 5435,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to special license plates;,0,Regulating special license plates.,Senate,174,S-0874.1,0,0,0,0,Special license plates,Bill,B,(Haugen),0,0
1,0,2003-04,SSB 5435,5435,,,,,2004-03-01,0,0,SSB 5435,"Senate Rules ""X"" file.",0,S Rules X,0,0,2003-02-20,AN ACT Relating to special license plates;,0,Regulating special license plates.,Senate,174,S-1711.1,0,0,0,0,Special license plates,Bill,B,(Haugen),0,1
0,0,2003-04,SB 5436,5436,,,,,2004-02-16,0,0,SB 5436,1st substitute bill substituted.,0,S subst for,0,0,2003-01-24,AN ACT Relating to the sales of competitive foods and beverages sold and served on public school campuses;,0,Regarding foods and beverages sold at public schools.,Senate,644,S-0133.9,0,0,0,0,Food & beverages at schools,Bill,B,(Kohl-Welles),0,0
1,0,2003-04,SSB 5436,5436,,,,,2004-03-26,1,1,SSB 5436,Effective date 6/10/2004.,0,C 138 L 04,0,0,2004-02-04,AN ACT Relating to the sales of competitive foods and beverages sold and served on public school campuses;,0,Regarding foods and beverages sold at public schools.,Senate,644,S-4324.2,0,0,0,0,Food & beverages at schools,Bill,B,(Kohl-Welles),1,1
