Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2011-12,HB 1941,1941,,,,,2012-04-11,0,0,HB 1941,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-11,AN ACT Relating to towing vehicles;,1,Concerning towing vehicles.,House,9997,H-0103.1,0,0,0,0,Towing vehicles,Bill,B,(Sells),1,0
1,0,2011-12,HB 1942,1942,,,,,2012-04-11,0,0,HB 1942,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-11,"AN ACT Relating to the disposable income calculation for property tax relief programs for low-income, disabled, and retired persons;",0,"Allowing a deduction for social security disability payments and medicare supplement insurance premiums in the calculation of disposable income under low-income, disabled, and retired person property tax relief programs.",House,15811,H-0212.3,0,0,0,0,Property tx relief/deduction,Bill,B,(Billig),0,0
1,0,2011-12,HB 1943,1943,,2011-12,SB 5732,SWays & Means,2012-04-11,0,0,HB 1943,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-11,AN ACT Relating to exempting certain manufacturing research and development activities from business and occupation taxation;,0,Exempting certain manufacturing research and development activities from business and occupation taxation.,House,13577,H-1616.1,0,0,0,0,Manufacturing R&D activities,Bill,B,(Smith),1,0
1,0,2011-12,SHB 1943,1943,,,,,2012-04-11,0,0,SHB 1943,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-17,AN ACT Relating to exempting certain manufacturing research and development activities from business and occupation taxation;,0,Exempting certain manufacturing research and development activities from business and occupation taxation.,House,13577,H-1863.1,0,0,0,0,Manufacturing R&D activities,Bill,B,(Smith),1,1
1,0,2011-12,HB 1944,1944,,,,,2012-04-11,0,0,HB 1944,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-11,AN ACT Relating to the taxation and permitting of vessels in Washington;,0,Concerning the taxation and permitting of vessels in Washington.,House,9996,H-1242.1,0,0,0,0,Vessel taxation & permitting,Bill,B,(Haler),1,0
1,0,2011-12,HB 1945,1945,,,,,2012-04-11,0,0,HB 1945,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2011-02-11,AN ACT Relating to the constitutional free speech rights of judges and judicial candidates;,0,Affirming the constitutional free speech rights of judges and judicial candidates.,House,2584,H-1509.1,0,0,0,0,Judges' free speech rights,Bill,B,(McCune),0,0
1,0,2011-12,HB 1946,1946,,,,,2012-04-11,0,0,HB 1946,"By resolution, reintroduced and retained in present status.",0,H HC/Wellness,0,0,2011-02-14,AN ACT Relating to adopting the Washington state health care freedom act of 2011;,0,Adopting the Washington state health care freedom act of 2011.,House,14202,H-0027.1,0,0,0,0,Health care freedom act,Bill,B,(Shea),0,0
1,0,2011-12,HB 1947,1947,,,,,2012-04-11,0,0,HB 1947,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-14,AN ACT Relating to reporting agreements between state agencies and the federal government;,0,Requiring agreements between state agencies and the federal government to be reported to the legislature.,House,14202,H-0442.1,0,0,0,0,State-federal agreements,Bill,B,(Shea),0,0
1,0,2011-12,HB 1948,1948,,,,,2012-04-11,0,0,HB 1948,"By resolution, reintroduced and retained in present status.",0,H Environment,0,0,2011-02-14,AN ACT Relating to adopting the Washington state energy freedom act of 2011 and requiring express legislative authorization for any greenhouse gas program or motor vehicle fuel economy program;,0,Concerning adopting the Washington state energy freedom act of 2011 and requiring express legislative authorization for a greenhouse gas program or motor vehicle fuel economy program.,House,14202,H-1220.1,0,0,0,0,State energy freedom act,Bill,B,(Shea),0,0
1,0,2011-12,HB 1949,1949,,2011-12,SB 5786,SEnergy/NatRes/,2012-04-11,0,0,HB 1949,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-14,"AN ACT Relating to local retail sales and use tax for parks and recreation, trails, and open space allocation;",1,"Concerning local retail sales and use tax for parks and recreation, trails, and open space allocation.",House,12068,H-0336.1,0,0,0,0,Local retail sales & use tax,Bill,B,(Seaquist),1,0
1,0,2011-12,HB 1950,1950,,,,,2012-04-11,0,0,HB 1950,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-14,AN ACT Relating to presidential electors;,0,Changing provisions relating to presidential electors.,House,14202,H-0397.1,0,0,0,0,Presidential electors,Bill,B,(Shea),0,0
1,0,2011-12,HB 1951,1951,,,,,2012-04-11,0,0,HB 1951,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-14,AN ACT Relating to adopting the right to constitutional government act of 2011;,0,Concerning adopting the right to constitutional government act of 2011.,House,14202,H-0914.1,0,0,0,0,Right to const. govt act,Bill,B,(Shea),0,0
0,0,2011-12,HB 1952,1952,,,,,2011-03-05,0,0,HB 1952,2nd substitute bill substituted.,0,H subst for,0,0,2011-02-14,AN ACT Relating to streamlining the state environmental policy act process;,0,Streamlining the state environmental policy act process.,House,1712,H-1651.1,0,0,0,0,SEPA process,Bill,B,(Upthegrove),0,0
0,0,2011-12,SHB 1952,1952,,,,,2011-03-05,0,0,SHB 1952,2nd substitute bill substituted.,0,H subst for,0,0,2011-02-17,AN ACT Relating to streamlining the state environmental policy act process;,1,Streamlining the state environmental policy act process.,House,1712,H-1907.1,0,0,0,0,SEPA process,Bill,B,(Upthegrove),1,1
1,0,2011-12,E2SHB 1952,1952,,,,,2012-04-11,0,1,E2SHB 1952,"By resolution, reintroduced and retained in present status.",0,H Environment,0,1,2011-02-21,AN ACT Relating to streamlining the state environmental policy act process;,1,Streamlining the state environmental policy act process.,House,1712,H-1949.1,0,0,0,0,SEPA process,Bill,B,(Upthegrove),1,2
1,0,2011-12,HB 1953,1953,,,,,2011-05-16,0,0,HB 1953,Effective date 7/22/2011*.,0,C 354 L 11,0,0,2011-02-14,AN ACT Relating to county and city real estate excise taxes;,1,Concerning county and city real estate excise taxes.,House,10039,H-1662.1,0,0,0,0,Real estate excise taxes,Bill,B,(Springer),1,0
1,0,2011-12,HB 1954,1954,,,,,2012-04-11,0,0,HB 1954,"By resolution, reintroduced and retained in present status.",0,H Hi Ed,0,0,2011-02-14,AN ACT Relating to public interest degrees;,0,Concerning public interest degrees.,House,4006,H-1654.1,0,0,0,0,Public interest degrees,Bill,B,(Zeiger),0,0
1,0,2011-12,HB 1955,1955,,,,,2012-04-11,0,0,HB 1955,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2011-02-14,AN ACT Relating to the issuance and installation of alternative license plates for persons convicted of certain DUI-related offenses;,0,Requiring the issuance and installation of alternative license plates for persons convicted of certain DUI-related offenses.,House,13577,H-1513.1,0,0,0,0,License plates/DUI offenses,Bill,B,(Smith),0,0
1,0,2011-12,HB 1956,1956,,2011-12,SB 5833,SLab/Comm/CP,2012-04-11,0,0,HB 1956,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-14,"AN ACT Relating to employment of members of the public employees' retirement system plan 1 by labor guilds, associations, or organizations;",0,"Addressing the employment of members of the public employees' retirement system plan 1 by labor guilds, associations, or organizations.",House,12068,H-1579.1,0,0,0,0,PERS plan 1 members,Bill,B,(Seaquist),1,0
1,1,2011-12,HB 1957,1957,,,,,2012-04-11,0,0,HB 1957,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-14,AN ACT Relating to funding supportive housing services;,1,Funding supportive housing services.,House,11999,H-1660.2,0,0,0,0,Supportive housing services,Bill,B,(Goodman),1,0
1,0,2011-12,HB 1958,1958,,2011-12,SB 5557,SWays & Means,2012-04-11,0,0,HB 1958,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-14,AN ACT Relating to the Washington state office of civil rights;,0,Creating the Washington state office of civil rights.,House,5155,Z-0401.3,0,0,1,0,State office of civil rights,Bill,B,(Hunt),0,0
1,0,2011-12,HB 1959,1959,,,,,2012-04-11,0,0,HB 1959,"By resolution, reintroduced and retained in present status.",0,H Erly Lrn/H Svc,0,0,2011-02-15,AN ACT Relating to specifying that qualified grandparents are the priority placement option for children needing out-of-home care in dependency proceedings;,0,Specifying that qualified grandparents are the priority placement option for children needing out-of-home care in dependency proceedings.,House,5161,H-1398.1,0,0,0,0,Dependency proceedings,Bill,B,(Armstrong),0,0
1,0,2011-12,HB 1960,1960,,2011-12,SB 5770,SLab/Comm/CP,2012-04-11,0,0,HB 1960,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-15,AN ACT Relating to raffles;,0,Concerning gross revenues for raffles held by certain bona fide charitable or bona fide nonprofit organizations.,House,8240,H-1643.1,0,0,0,0,Raffles,Bill,B,(Hinkle),0,0
1,0,2011-12,HB 1961,1961,,,,,2012-04-11,0,0,HB 1961,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-15,AN ACT Relating to establishing consistent standards for agency decision making;,0,Establishing consistent standards for agency decision making.,House,4006,H-1393.1,0,0,0,0,Agency decision making,Bill,B,(Zeiger),0,0
1,0,2011-12,HB 1962,1962,,,,,2012-04-11,0,0,HB 1962,"By resolution, reintroduced and retained in present status.",0,H Hi Ed,0,0,2011-02-15,AN ACT Relating to reducing burdens on institutions of higher education;,0,Reducing burdens on institutions of higher education.,House,8222,H-1603.1,0,0,0,0,Higher ed institutions,Bill,B,(Hunter),1,0
1,0,2011-12,HB 1963,1963,,,,,2012-04-11,0,0,HB 1963,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2011-02-15,"AN ACT Relating to civil marriage equality, recognizing the right of all citizens of Washington state, including couples of the same sex, to obtain civil marriage licenses;",0,Concerning civil marriages.,House,8212,H-0371.1,0,0,0,0,Civil marriage equality,Bill,B,(Moeller),1,0
1,0,2011-12,HB 1964,1964,,,,,2012-04-11,0,0,HB 1964,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-02-15,AN ACT Relating to simplifying and adding certainty to the calculation of workers' compensation benefits;,0,Simplifying and adding certainty to the calculation of workers' compensation benefits.,House,8237,H-1200.1,0,0,0,0,Workers' comp benefits,Bill,B,(Condotta),0,0
0,0,2011-12,HB 1965,1965,,,,,2011-04-11,0,0,HB 1965,2nd substitute bill substituted.,0,H subst for,0,0,2011-02-15,AN ACT Relating to public and private partnership in addressing adverse childhood experiences;,0,Concerning adverse childhood experiences.,House,3487,H-1667.2,0,0,0,0,Adverse experiences/children,Bill,B,(Kagi),1,0
0,0,2011-12,SHB 1965,1965,,,,,2011-04-11,0,0,SHB 1965,2nd substitute bill substituted.,0,H subst for,0,0,2011-02-17,AN ACT Relating to public and private partnership in addressing adverse childhood experiences;,0,Concerning adverse childhood experiences.,House,3487,H-1841.2,0,0,0,0,Adverse experiences/children,Bill,B,(Kagi),1,1
1,0,2011-12,E2SHB 1965,1965,,,,,2011-06-15,1,1,E2SHB 1965,Effective date 8/24/2011*.,0,C 32 L 11 E1,0,1,2011-03-31,AN ACT Relating to public and private partnership in addressing adverse childhood experiences;,0,Concerning adverse childhood experiences.,House,3487,H-2265.1,0,0,0,0,Adverse experiences/children,Bill,B,WAYS(Kagi),1,2
0,0,2011-12,HB 1966,1966,,,,,2011-03-05,0,0,HB 1966,1st substitute bill substituted.,0,H subst for,0,0,2011-02-15,AN ACT Relating to clarifying that manure is an agricultural product for the purposes of commercial drivers' licenses;,0,Clarifying that manure is an agricultural product for the purposes of commercial drivers' licenses.,House,5163,H-1712.1,0,0,0,0,Commercial drivers' licenses,Bill,B,(Pearson),1,0
1,0,2011-12,SHB 1966,1966,,,,,2011-04-20,0,0,SHB 1966,Effective date 7/22/2011.,0,C 142 L 11,0,0,2011-02-24,AN ACT Relating to clarifying that manure is an agricultural product for the purposes of commercial drivers' licenses;,0,Clarifying that animal manure is an agricultural product for the purposes of commercial drivers' licenses.,House,5163,H-1913.1,0,0,0,0,Commercial drivers' licenses,Bill,B,(Pearson),1,1
0,0,2011-12,HB 1967,1967,,2011-12,SB 5796,Ssubst for,2011-03-05,0,0,HB 1967,1st substitute bill substituted.,0,H subst for,0,0,2011-02-15,AN ACT Relating to public transportation systems;,1,Concerning public transportation systems.,House,13198,H-1625.1,0,0,0,0,Public transportation systms,Bill,B,(Fitzgibbon),1,0
1,0,2011-12,ESHB 1967,1967,,,,,2011-05-16,1,1,ESHB 1967,Effective date 7/22/2011.,1,C 371 L 11,0,1,2011-02-24,AN ACT Relating to modifying provisions related to public transportation system planning;,1,Concerning public transportation systems. (REVISED FOR PASSED LEGISLATURE: Modifying provisions related to public transportation system planning. ),House,13198,H-1925.2,0,0,0,0,Public transportation systms,Bill,B,(Fitzgibbon),1,1
1,0,2011-12,HB 1968,1968,,,,,2012-04-11,0,0,HB 1968,"By resolution, reintroduced and retained in present status.",0,H Ag & Nat Res,0,0,2011-02-15,AN ACT Relating to specifying when a preparer lien must be filed;,0,Specifying when a preparer lien must be filed.,House,1232,H-1635.1,0,0,0,0,Preparer lien filing,Bill,B,(Walsh),0,0
1,0,2011-12,EHB 1969,1969,,,,,2011-05-05,1,1,EHB 1969,Effective date 7/22/2011.,0,C 275 L 11,0,1,2011-02-15,AN ACT Relating to the exemption of flood control zone districts that are coextensive with a county from certain limitations upon regular property tax levies;,1,Concerning the exemption of flood control zone districts that are coextensive with a county from certain limitations upon regular property tax levies.,House,10030,H-1685.1,0,0,0,0,Flood control zone districts,Bill,B,(Hasegawa),1,0
1,0,2011-12,HB 1970,1970,,,,,2012-04-11,0,0,HB 1970,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-15,AN ACT Relating to waiving certain requirements for public works projects costing less than five thousand dollars;,0,Allowing the waiver of certain requirements for public works projects costing less than five thousand dollars.,House,3475,H-1655.1,0,0,0,0,Public works projects,Bill,B,(Haigh),0,0
1,0,2011-12,HB 1971,1971,,,,,2012-04-11,0,0,HB 1971,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-15,AN ACT Relating to the alternative subcontractor selection process;,0,Concerning the alternative subcontractor selection process.,House,14209,H-1656.1,0,0,0,0,Subcontractor selection,Bill,B,(Dammeier),0,0
1,0,2011-12,HB 1972,1972,,,,,2012-04-11,0,0,HB 1972,"By resolution, reintroduced and retained in present status.",0,H Tech/En/Com,0,0,2011-02-16,AN ACT Relating to services provided by television reception improvement districts;,0,Concerning services provided by television reception improvement districts.,House,5161,H-1632.1,0,0,0,0,TV reception impr. districts,Bill,B,(Armstrong),0,0
1,0,2011-12,HB 1973,1973,,2011-12,SB 5639,SWays & Means,2012-04-11,0,0,HB 1973,"By resolution, reintroduced and retained in present status.",0,H Education,0,0,2011-02-16,AN ACT Relating to education governance;,0,Creating a student-focused state-level education governance system.,House,1218,Z-0561.2,0,0,1,0,Education governance system,Bill,B,(Sullivan),0,0
1,0,2011-12,HB 1974,1974,,,,,2012-04-11,0,0,HB 1974,"By resolution, reintroduced and retained in present status.",0,H Education,0,0,2011-02-16,AN ACT Relating to streamlining state governance of education;,0,Streamlining state governance of education.,House,1218,H-1366.2,0,0,0,0,State education governance,Bill,B,(Sullivan),0,0
1,0,2011-12,HB 1975,1975,,2011-12,SB 5806,C 352 L 11,2012-04-11,0,0,HB 1975,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-16,AN ACT Relating to a veteran lottery raffle;,0,Authorizing a statewide raffle to benefit veterans and their families.,House,14203,H-1738.1,0,0,0,0,Veteran lottery raffle,Bill,B,(Finn),0,0
1,0,2011-12,HB 1976,1976,,,,,2012-04-11,0,0,HB 1976,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-16,AN ACT Relating to citizenship and immigration status requirements for enrollment in health care and human service programs;,0,Limiting enrollment in certain health care and human service programs to United States citizens and qualified aliens.,House,14202,H-1497.1,0,0,0,0,Health care enrollment,Bill,B,(Shea),0,0
1,0,2011-12,HB 1977,1977,,,,,2012-04-11,0,0,HB 1977,"By resolution, reintroduced and retained in present status.",0,H Pub Safety,0,0,2011-02-16,AN ACT Relating to restricting sex offenders' access to schools;,1,Restricting sex offenders' access to schools.,House,15814,H-0390.1,0,0,0,0,Sex offender school access,Bill,B,(Rivers),1,0
1,0,2011-12,HB 1978,1978,,,,,2012-04-11,0,0,HB 1978,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-16,AN ACT Relating to railroad safety;,0,Concerning railroad safety.,House,13546,H-1576.1,0,0,0,0,Railroad safety,Bill,B,(Liias),1,0
1,0,2011-12,HB 1979,1979,,,,,2012-04-11,0,0,HB 1979,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2011-02-16,AN ACT Relating to extending the expiration of the agency council on coordinated transportation;,0,Extending the expiration of the agency council on coordinated transportation.,House,15811,H-1733.2,0,0,0,0,Coordinated transportation,Bill,B,(Billig),1,0
1,0,2011-12,SHB 1979,1979,,,,,2012-04-11,0,0,SHB 1979,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2011-02-24,AN ACT Relating to extending the expiration of the agency council on coordinated transportation;,0,Extending the expiration of the agency council on coordinated transportation.,House,15811,H-2024.1,0,0,0,0,Coordinated transportation,Bill,B,(Billig),0,1
1,0,2011-12,HB 1980,1980,,,,,2012-04-11,0,0,HB 1980,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-16,AN ACT Relating to establishing a process to make strategic investments in education;,0,Establishing a process to make strategic investments in education.,House,12068,H-0286.3,0,0,0,0,Strategic investments in edu,Bill,B,(Seaquist),0,0
0,0,2011-12,HB 1981,1981,,,,,2011-05-02,0,0,HB 1981,Committee recommendations adopted and the 1st substitute bill substituted.,0,H subst for,0,0,2011-02-16,AN ACT Relating to public employee postretirement employment and higher education employees' annuities and retirement income plans;,0,Addressing public employee postretirement employment and higher education employees' annuities and retirement income plans.,House,8238,H-1441.2,0,0,0,0,Public & higher ed employees,Bill,B,(Bailey),1,0
1,0,2011-12,ESHB 1981,1981,,,,,2011-06-15,1,1,ESHB 1981,Effective date 7/1/2011*.,0,C 47 L 11 E1,0,1,2011-04-14,AN ACT Relating to public employee postretirement employment and higher education employees' annuities and retirement income plans;,0,Addressing public employee postretirement employment and higher education employees' annuities and retirement income plans.,House,8238,H-2678.1,0,0,0,0,Public & higher ed employees,Bill,B,WAYS(Bailey),1,1
1,0,2011-12,HB 1982,1982,,,,,2012-04-11,0,0,HB 1982,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-16,"AN ACT Relating to ensuring quality nursing home care through regulatory relief, modifying provisions for essential community providers, and establishing a temporary licensing fee surcharge;",0,Regarding providing quality nursing home care.,House,10041,H-1721.1,0,0,0,0,Quality nursing home care,Bill,B,(Kretz),1,0
0,0,2011-12,HB 1983,1983,,2011-12,SB 5813,SRules X,2012-02-10,0,0,HB 1983,1st substitute bill substituted.,0,H subst for,0,0,2011-02-17,AN ACT Relating to increasing fee assessments for prostitution crimes;,1,Increasing fee assessments for prostitution crimes.,House,14186,H-1556.1,0,0,0,0,Prostitution crime fees,Bill,B,(Parker),1,0
1,0,2011-12,ESHB 1983,1983,,,,,2012-03-29,1,1,ESHB 1983,Effective date 6/7/2012.,0,C 134 L 12,0,1,2012-01-31,AN ACT Relating to increasing fee assessments for prostitution and trafficking crimes and requiring sex offender registration for second and subsequent convictions of promoting prostitution in the first or second degree;,1,Increasing fee assessments for prostitution crimes. (REVISED FOR PASSED LEGISLATURE: Concerning prostitution and trafficking crimes. ),House,14186,H-4023.1,0,0,0,0,Prostitution and trafficking,Bill,B,(Parker),1,1
1,0,2011-12,HB 1984,1984,,,,,2012-04-11,0,0,HB 1984,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-17,AN ACT Relating to removing certain requirements for motorcycle helmet use;,0,Removing certain requirements for motorcycle helmet use.,House,8317,H-0821.1,0,0,0,0,Motorcycle helmet use,Bill,B,(Blake),0,0
1,0,2011-12,HB 1985,1985,,2011-12,SB 5836,Ssubst for,2012-04-11,0,0,HB 1985,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-17,AN ACT Relating to allowing certain private transportation providers to use certain public transportation facilities;,1,Allowing certain private transportation providers to use certain public transportation facilities.,House,8209,H-1618.1,0,0,0,0,Public transp. facilities,Bill,B,(Clibborn),1,0
1,0,2011-12,HB 1986,1986,,2011-12,SB 5837,SRules X,2012-04-11,0,0,HB 1986,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-17,AN ACT Relating to allowing certain private transportation providers to use certain public transportation facilities;,1,Allowing certain private transportation providers to use certain public transportation facilities.,House,8209,H-1617.1,0,0,0,0,Public transp. facilities,Bill,B,(Clibborn),1,0
1,0,2011-12,SHB 1986,1986,,,,,2012-04-11,0,1,SHB 1986,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-24,AN ACT Relating to allowing certain private transportation providers to use certain public transportation facilities;,0,Allowing certain private transportation providers to use certain public transportation facilities.,House,8209,H-2026.1,0,0,0,0,Public transp. facilities,Bill,B,(Clibborn),0,1
1,0,2011-12,HB 1987,1987,,,,,2012-04-11,0,0,HB 1987,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-17,AN ACT Relating to accepting signatures where there are misspellings;,0,Accepting signatures where there are misspellings.,House,14202,H-0321.3,0,0,0,0,Signature misspellings,Bill,B,(Shea),0,0
1,0,2011-12,HB 1988,1988,,,,,2012-04-11,0,0,HB 1988,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-17,AN ACT Relating to prohibiting county auditors from including their names on ballot envelopes and voting materials when running for reelection;,0,Prohibiting county auditors from including their names on ballot envelopes and voting materials when running for reelection.,House,14202,H-0323.2,0,0,0,0,County auditor names,Bill,B,(Shea),0,0
1,0,2011-12,HB 1989,1989,,,,,2012-04-11,0,0,HB 1989,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-17,AN ACT Relating to protecting signatures of citizens from public disclosure by agencies to prevent criminal use of the signatures;,0,Protecting signatures of citizens from public disclosure by agencies to prevent criminal use of the signatures.,House,14202,H-0477.1,0,0,0,0,Signatures/public disclosure,Bill,B,(Shea),0,0
1,0,2011-12,HB 1990,1990,,,,,2012-04-11,0,0,HB 1990,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2011-02-17,"AN ACT Relating to adopting the Washington state firearms freedom act of 2011 and exempting a firearm, a firearm accessory, or ammunition manufactured and retained in Washington from federal regulation under the commerce clause of the Constitution of the United States;",0,"Concerning adopting the Washington state firearms freedom act of 2011 and exempting a firearm, a firearm accessory, or ammunition manufactured and retained in Washington from federal regulation under the commerce clause of the Constitution of the United States.",House,14202,H-0887.1,0,0,0,0,Firearms freedom act,Bill,B,(Shea),0,0
1,0,2011-12,HB 1991,1991,,,,,2012-04-11,0,0,HB 1991,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-17,AN ACT Relating to mail-in vehicle and vessel registration renewals;,0,Concerning the processing of mail-in vehicle and vessel registration renewals.,House,8209,H-1274.2,0,0,0,0,Vehicle & vessel renewals,Bill,B,(Clibborn),0,0
1,0,2011-12,HB 1992,1992,,,,,2012-04-11,0,0,HB 1992,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-17,AN ACT Relating to providing a permanent and stable source of funding for the state community colleges;,0,Providing a permanent and stable source of funding for the state community colleges.,House,10030,H-1212.3,0,0,0,0,Community college funding,Bill,B,(Hasegawa),0,0
1,0,2011-12,HB 1993,1993,,,,,2012-04-11,0,0,HB 1993,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-02-17,AN ACT Relating to industrial insurance employer wage subsidies and reimbursements for light duty or transitional work;,0,Concerning industrial insurance employer wage subsidies and reimbursements for light duty or transitional work.,House,9997,H-1770.1,0,0,0,0,Industrial insurance,Bill,B,(Sells),0,0
1,0,2011-12,HB 1994,1994,,2011-12,SB 5278,C 175 L 11,2012-04-11,0,0,HB 1994,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-02-18,AN ACT Relating to information contained in rate notices under the industrial insurance laws;,0,Addressing information contained in rate notices under the industrial insurance laws.,House,14186,H-1689.1,0,0,0,0,Industrial insurance laws,Bill,B,(Parker),0,0
1,0,2011-12,HB 1995,1995,,2011-12,SB 5699,SEnvi,2012-04-11,0,0,HB 1995,"By resolution, reintroduced and retained in present status.",0,H Environment,0,0,2011-02-18,AN ACT Relating to on-site sewage proprietary treatment products;,0,Concerning on-site sewage proprietary treatment products.,House,14203,H-1648.1,0,0,0,0,On-site sewage treatment,Bill,B,(Finn),0,0
1,0,2011-12,HB 1996,1996,,,,,2012-04-11,0,0,HB 1996,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-18,AN ACT Relating to providing tax exemptions for storm water mitigation projects;,0,Providing tax exemptions for storm water mitigation projects.,House,4006,H-1732.1,0,0,0,0,Stormwater mitigation/tax ex,Bill,B,(Zeiger),0,0
0,0,2011-12,HB 1997,1997,,,,,2011-03-04,0,0,HB 1997,1st substitute bill substituted.,0,H subst for,0,0,2011-02-21,"AN ACT Relating to providing economic development by funding tourism promotion, workforce housing, art and heritage programs, and community development;",1,"Providing economic development by funding tourism promotion, workforce housing, art and heritage programs, and community development.",House,14205,H-1846.1,0,0,0,0,Economic development/funding,Bill,B,(Orwall),1,0
1,0,2011-12,SHB 1997,1997,,,,,2012-04-11,0,1,SHB 1997,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-25,"AN ACT Relating to providing economic development by funding tourism promotion, workforce housing, art and heritage programs, and community development;",0,"Providing economic development by funding tourism promotion, workforce housing, art and heritage programs, and community development.",House,14205,H-2048.1,0,0,0,0,Economic development/funding,Bill,B,WAYS(Orwall),0,1
0,0,2011-12,HB 1998,1998,,,,,2011-03-05,0,0,HB 1998,1st substitute bill substituted.,0,H subst for,0,0,2011-02-21,AN ACT Relating to actuarial services for the state's public employee retirement systems;,0,Addressing actuarial services for the state's public employee retirement systems.,House,8238,H-1774.1,0,0,0,0,Actuarial services/state,Bill,B,(Bailey),1,0
1,0,2011-12,SHB 1998,1998,,,,,2012-04-11,0,1,SHB 1998,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-25,AN ACT Relating to actuarial services for the state's public employee retirement systems;,0,Addressing actuarial services for the state's public employee retirement systems.,House,8238,H-2045.1,0,0,0,0,Actuarial services/state,Bill,B,WAYS(Bailey),1,1
1,0,2011-12,HB 1999,1999,,2011-12,SB 5876,SGovtOp & Elect,2012-04-11,0,0,HB 1999,"By resolution, reintroduced and retained in present status.",0,H Cap Budget,0,0,2011-02-21,AN ACT Relating to analyzing alternative methods of facilities acquisition for state agencies;,0,Analyzing alternative methods of facilities acquisition for state agencies.,House,12084,H-1805.1,0,0,0,0,State facilities acquisition,Bill,B,(Warnick),0,0
1,0,2011-12,HB 2000,2000,,,,,2012-04-11,0,0,HB 2000,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-22,AN ACT Relating to the state food assistance program;,0,Concerning the state food assistance program.,House,8222,H-1931.1,0,0,0,0,State food assistance prog,Bill,B,(Hunter),1,0
